Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
935,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
936,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
937,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
938,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
939,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
940,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
941,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
942,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
943,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
944,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
945,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
946,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
947,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
948,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
949,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
950,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
951,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
952,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
953,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
954,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
955,Providence University,4.0,Bachelors,Providence,M,N/A,0,N/A,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
956,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
957,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
958,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
959,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
960,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
961,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
962,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
963,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
964,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
965,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
966,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
967,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
968,Providence University,4.0,Bachelors,Providence,F,N/A,1,N/A,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
969,Providence University,4.0,Bachelors,Providence,N/A,N/A,0,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
970,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
971,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
972,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
973,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
974,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
975,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
976,Providence University,4.0,Bachelors,Providence,N/A,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
977,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
978,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
979,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
980,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
981,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
982,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
983,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
984,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
985,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
986,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
987,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
988,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
989,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
990,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
991,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
992,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
993,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
994,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
995,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
996,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
997,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
998,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
999,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1000,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1001,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1002,Providence University,4.0,Bachelors,Providence,F,N/A,1,1,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1003,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1004,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1005,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1006,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1007,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1008,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1009,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1010,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1011,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1012,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1013,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1014,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,1,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1015,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1016,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1017,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1018,Providence University,4.0,Bachelors,Providence,N/A,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1019,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1020,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1021,Providence University,4.0,Bachelors,Providence,F,N/A,1,N/A,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1022,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1023,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1024,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1025,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1026,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1027,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1028,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1029,Providence University,4.0,Bachelors,Providence,F,N/A,1,1,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1030,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1031,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1032,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1033,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1034,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1035,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1036,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1037,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1038,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1039,Providence University,4.0,Bachelors,Providence,F,N/A,0,N/A,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1040,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1041,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1042,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1043,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1044,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1045,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1046,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1047,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1048,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1049,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1050,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1051,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1052,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1053,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1054,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1055,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1056,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1057,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1058,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1059,Providence University,4.0,Bachelors,Providence,N/A,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1060,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1061,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1062,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1063,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1064,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1065,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1066,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1067,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1068,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1069,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1070,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1071,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1072,Providence University,4.0,Bachelors,Providence,F,N/A,1,1,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1073,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1074,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1075,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1076,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1077,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1078,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1079,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1080,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1081,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1082,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1083,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1084,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1085,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1086,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1087,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1088,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1089,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1090,Providence University,4.0,Bachelors,Providence,F,N/A,1,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1091,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1092,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,N/A,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1093,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1094,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1095,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1096,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1097,Providence University,4.0,Bachelors,Providence,N/A,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1098,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1099,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1100,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1101,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1102,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1103,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1104,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1105,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1106,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1107,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1108,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1109,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1110,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1111,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1112,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1113,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1114,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
